gameid,roundNum,targetName,alt1Name,alt2Name,refLevel
6625-1,55,dressshirt,socks,gloves,basic
6625-1,60,minivan,ambulance,bed,sub
6625-1,62,poloshirt,ambulance,kitten,basic
6625-1,64,polarbear,koalabear,snake,sub
6625-1,68,pug,greyhound,elephant,sub
7082-7,1,diningtable,lobster,dress,basic
7082-7,2,minivan,sedan,firetruck,sub
7082-7,7,dressshirt,socks,gloves,basic
7082-7,15,grizzlybear,koalabear,bison,basic
7082-7,16,polarbear,ambulance,elephant,basic
7082-7,17,husky,chips,lion,sub
7082-7,18,catfish,kitten,discusfish,sub
7082-7,22,picnictable,bed,lamp,basic
7082-7,24,coffeetable,horse,cookies,basic
7082-7,26,sportscar,kitten,ambulance,basic
7082-7,28,sunflower,grasses,ivy,basic
7082-7,31,swordfish,cow,dress,basic
7082-7,34,pug,snake,rabbit,basic
7082-7,36,tulip,rosemary,grasses,basic
7082-7,38,gummybears,dress,cookies,basic
7082-7,41,germanshepherd,gloves,grasses,basic
7082-7,43,convertible,lamp,popcorn,basic
7082-7,46,parrot,rhino,sparrow,sub
7082-7,47,hummingbird,crocodile,ivy,basic
7082-7,48,blackbear,koalabear,lion,basic
7082-7,50,clownfish,pottedplant,bookcase,basic
7082-7,53,suv,sedan,ambulance,sub
7082-7,54,goldfish,discusfish,rabbit,sub
7082-7,55,jellybeans,popcorn,pretzels,basic
7082-7,59,poloshirt,socks,campshirt,sub
7082-7,63,pandabear,lobster,bison,sub
7082-7,65,pigeon,gloves,chips,basic
7082-7,66,skittles,elephant,ivy,basic
7082-7,70,mnms,popcorn,cookies,basic
7082-7,71,hawaiishirt,firetruck,grasses,basic
7082-7,72,eagle,crocodile,pottedplant,basic
4123-8,5,diningtable,elephant,motorcycle,basic
4123-8,6,skittles,cow,wardrobe,sub
4123-8,8,grizzlybear,crocodile,kitten,basic
4123-8,12,gummybears,kitten,grasses,sub
4123-8,13,tulip,lily,rosemary,sub
4123-8,16,daisy,lily,rosemary,sub
4123-8,17,blackbear,kitten,koalabear,sub
4123-8,21,sunflower,pig,grasses,basic
4123-8,24,tshirt,gloves,bathrobe,sub
4123-8,25,germanshepherd,cow,greyhound,sub
4123-8,27,jellybeans,candycorn,popcorn,sub
4123-8,28,swordfish,ambulance,crocodile,sub
4123-8,30,husky,iguana,bathrobe,sub
4123-8,32,hawaiishirt,gloves,bathrobe,sub
4123-8,33,eagle,iguana,lion,sub
4123-8,34,catfish,cow,pig,basic
4123-8,35,minivan,firetruck,pottedplant,sub
4123-8,36,convertible,popcorn,lobster,basic
4123-8,38,goldfish,rabbit,crocodile,sub
4123-8,39,sportscar,rabbit,dress,basic
4123-8,40,coffeetable,lamp,grasses,basic
4123-8,41,hummingbird,sparrow,crocodile,sub
4123-8,42,mnms,chips,candycorn,sub
4123-8,46,pigeon,popcorn,rhino,sub
4123-8,47,dalmatian,ambulance,bison,sub
6517-b,3,tulip,pottedplant,rosemary,sub
6517-b,6,eagle,rabbit,motorcycle,sub
6517-b,7,polarbear,koalabear,rabbit,sub
6517-b,9,suv,lobster,wardrobe,sub
6517-b,14,bedsidetable,lamp,pig,sub
6517-b,16,goldfish,cow,squirrel,basic
6517-b,17,husky,rhino,snake,sub
6517-b,18,skittles,candycorn,pretzels,sub
6517-b,21,rose,cookies,kitten,sub
6517-b,22,mnms,cookies,popcorn,sub
6517-b,24,sunflower,pottedplant,grasses,sub
6517-b,25,minivan,elephant,grasses,sub
6517-b,28,pug,iguana,hamster,sub
6517-b,31,parrot,iguana,sparrow,sub
6517-b,32,swordfish,grasses,wardrobe,sub
6517-b,36,daisy,pottedplant,bathrobe,sub
6517-b,37,gummybears,popcorn,lion,sub
6517-b,41,clownfish,hamster,lion,basic
6517-b,42,coffeetable,gloves,motorcycle,basic
6517-b,43,hawaiishirt,bookcase,rabbit,basic
6517-b,46,pandabear,koalabear,rabbit,sub
6517-b,51,catfish,dress,bed,basic
6517-b,53,diningtable,lamp,bookcase,basic
6517-b,54,jellybeans,popcorn,socks,sub
6517-b,59,dressshirt,snake,bathrobe,basic
6517-b,60,blackbear,bookcase,motorcycle,basic
6517-b,61,sportscar,lion,ambulance,basic
6517-b,62,grizzlybear,koalabear,kitten,basic
6517-b,63,pigeon,snake,bison,basic
6517-b,64,dalmatian,lamp,bison,basic
6517-b,66,convertible,ambulance,sedan,basic
6517-b,67,germanshepherd,greyhound,squirrel,basic
6517-b,68,picnictable,sidetable,wardrobe,sub
6517-b,70,hummingbird,bison,sparrow,sub
3188-4,3,skittles,chips,rabbit,sub
3188-4,4,gummybears,popcorn,cookies,sub
3188-4,6,polarbear,ivy,sheep,sub
3188-4,7,jellybeans,cookies,candycorn,sub
3188-4,8,hawaiishirt,lion,dress,sub
3188-4,9,goldfish,discusfish,sheep,sub
3188-4,13,parrot,bison,squirrel,sub
3188-4,18,dalmatian,cookies,firetruck,basic
3188-4,19,clownfish,crocodile,cow,basic
3188-4,22,swordfish,bed,bathrobe,basic
3188-4,23,eagle,iguana,sparrow,sub
3188-4,24,dressshirt,bathrobe,gloves,basic
3188-4,27,rose,wardrobe,elephant,sub
3188-4,28,sunflower,ivy,lily,basic
3188-4,29,picnictable,lamp,wardrobe,sub
3188-4,30,daisy,pig,rosemary,basic
3188-4,31,suv,train,sedan,sub
3188-4,32,pigeon,sparrow,crocodile,basic
3188-4,35,poloshirt,gloves,socks,basic
3188-4,37,pug,rosemary,lion,basic
3188-4,39,pandabear,lobster,bison,sub
3188-4,44,husky,rhino,lamp,sub
3188-4,47,minivan,snake,chips,basic
3188-4,48,germanshepherd,cookies,motorcycle,basic
3188-4,49,catfish,lamp,firetruck,basic
3188-4,51,hummingbird,bathrobe,pretzels,basic
3188-4,55,sportscar,chips,lobster,sub
3188-4,57,grizzlybear,hamster,koalabear,basic
3188-4,58,tshirt,rabbit,bathrobe,basic
3188-4,61,diningtable,wardrobe,sidetable,basic
3188-4,62,blackbear,sheep,pottedplant,sub
3188-4,63,tulip,ivy,grasses,basic
3188-4,70,coffeetable,sidetable,bed,basic
3188-4,71,convertible,motorcycle,train,sub
3188-4,72,mnms,chips,train,sub
8883-2,5,pigeon,gloves,firetruck,basic
8883-2,7,minivan,firetruck,wardrobe,sub
8883-2,11,daisy,pretzels,rosemary,basic
8883-2,12,coffeetable,wardrobe,lion,basic
8883-2,13,polarbear,socks,lamp,basic
8883-2,18,sportscar,train,firetruck,basic
8883-2,26,pug,horse,iguana,sub
8883-2,27,goldfish,bison,lion,basic
8883-2,28,grizzlybear,ivy,popcorn,basic
8883-2,31,skittles,bed,ivy,sub
8883-2,32,sunflower,sheep,rosemary,basic
8883-2,33,gummybears,chips,pretzels,sub
8883-2,34,picnictable,lamp,bookcase,basic
8883-2,36,jellybeans,chips,snake,sub
8883-2,41,swordfish,pig,hamster,sub
8883-2,42,mnms,candycorn,pretzels,sub
8883-2,46,germanshepherd,greyhound,rabbit,sub
8883-2,47,eagle,bison,sparrow,sub
8883-2,48,rose,pig,bookcase,sub
8883-2,49,poloshirt,campshirt,dress,sub
8883-2,51,parrot,wardrobe,pig,sub
8883-2,55,pandabear,koalabear,pig,sub
8883-2,60,suv,firetruck,motorcycle,basic
8883-2,61,convertible,kitten,pretzels,basic
8883-2,62,catfish,train,ivy,basic
8883-2,65,husky,horse,chips,basic
8883-2,66,clownfish,bison,rabbit,basic
8883-2,67,hummingbird,bookcase,firetruck,basic
8883-2,68,blackbear,train,bathrobe,basic
8883-2,70,dressshirt,bathrobe,ivy,basic
6344-9,2,coffeetable,lamp,sidetable,basic
6344-9,6,sportscar,ambulance,horse,sub
6344-9,8,swordfish,rhino,discusfish,sub
6344-9,9,jellybeans,chips,popcorn,basic
6344-9,10,tshirt,dress,pig,sub
6344-9,11,daisy,dress,crocodile,sub
6344-9,17,minivan,sheep,pretzels,sub
6344-9,19,tulip,rosemary,lobster,basic
6344-9,21,diningtable,bathrobe,lobster,basic
6344-9,22,hawaiishirt,campshirt,socks,basic
6344-9,27,blackbear,grasses,motorcycle,basic
6344-9,28,clownfish,dress,lion,basic
6344-9,32,bedsidetable,popcorn,wardrobe,sub
6344-9,34,goldfish,discusfish,sheep,sub
6344-9,35,catfish,grasses,cookies,basic
6344-9,36,picnictable,wardrobe,bookcase,sub
6344-9,39,gummybears,candycorn,popcorn,sub
6344-9,41,rose,ambulance,grasses,sub
6344-9,43,pug,pig,squirrel,basic
6344-9,44,pigeon,sparrow,sheep,sub
6344-9,47,sunflower,hamster,socks,sub
6344-9,48,polarbear,koalabear,snake,sub
6344-9,51,skittles,cookies,popcorn,sub
6344-9,56,dalmatian,wardrobe,horse,basic
6344-9,57,husky,rabbit,greyhound,sub
6344-9,58,pandabear,kitten,lion,sub
6344-9,59,germanshepherd,lobster,sheep,sub
6344-9,60,mnms,popcorn,cookies,basic
6344-9,63,grizzlybear,koalabear,sheep,basic
6344-9,64,convertible,rhino,wardrobe,basic
6344-9,65,dressshirt,bookcase,snake,basic
6344-9,67,parrot,bathrobe,ivy,basic
6344-9,69,hummingbird,bison,crocodile,basic
6344-9,70,poloshirt,popcorn,dress,basic
6344-9,72,eagle,cow,iguana,sub
0189-3,3,blackbear,rhino,snake,sub
0189-3,5,pigeon,lion,bookcase,basic
0189-3,7,gummybears,chips,candycorn,sub
0189-3,9,germanshepherd,gloves,pottedplant,basic
0189-3,10,polarbear,rhino,pig,basic
0189-3,12,sportscar,socks,pottedplant,basic
0189-3,13,poloshirt,gloves,campshirt,basic
0189-3,15,daisy,horse,grasses,basic
0189-3,16,grizzlybear,sheep,hamster,basic
0189-3,19,clownfish,bathrobe,rosemary,basic
0189-3,21,convertible,socks,pottedplant,basic
0189-3,24,goldfish,discusfish,squirrel,basic
0189-3,27,pug,kitten,rabbit,basic
0189-3,28,tshirt,dress,wardrobe,basic
0189-3,29,skittles,candycorn,chips,sub
0189-3,30,tulip,pig,pottedplant,sub
0189-3,31,suv,train,ambulance,sub
0189-3,32,jellybeans,iguana,cookies,sub
0189-3,33,mnms,iguana,bathrobe,sub
0189-3,37,bedsidetable,wardrobe,horse,sub
0189-3,39,husky,bison,cow,basic
0189-3,40,rose,grasses,rosemary,sub
0189-3,47,pandabear,wardrobe,crocodile,basic
0189-3,48,parrot,sparrow,bison,sub
0189-3,51,dalmatian,kitten,greyhound,basic
0189-3,53,picnictable,wardrobe,bookcase,sub
0189-3,54,diningtable,pig,train,basic
0189-3,55,coffeetable,motorcycle,rhino,basic
0189-3,57,sunflower,rosemary,squirrel,basic
0189-3,61,dressshirt,gloves,dress,basic
0189-3,63,minivan,train,sedan,basic
0189-3,65,hawaiishirt,dress,campshirt,basic
0189-3,68,swordfish,elephant,discusfish,basic
0189-3,69,catfish,motorcycle,pottedplant,super
0189-3,70,eagle,rabbit,cookies,sub
0189-3,71,hummingbird,grasses,ambulance,basic
9173-f,2,hummingbird,horse,bathrobe,sub
9173-f,3,germanshepherd,gloves,bookcase,basic
9173-f,4,pug,horse,snake,basic
9173-f,5,swordfish,rhino,snake,sub
9173-f,6,poloshirt,kitten,grasses,basic
9173-f,8,parrot,sparrow,squirrel,basic
9173-f,9,hawaiishirt,hamster,chips,basic
9173-f,18,sportscar,train,sedan,basic
9173-f,22,pigeon,squirrel,pig,sub
9173-f,23,bedsidetable,rabbit,popcorn,super
9173-f,25,coffeetable,sidetable,wardrobe,sub
9173-f,30,dalmatian,lobster,bison,sub
9173-f,31,goldfish,socks,lion,sub
9173-f,34,tulip,grasses,ivy,sub
9173-f,35,convertible,motorcycle,train,basic
9173-f,37,minivan,lion,firetruck,sub
9173-f,38,daisy,pottedplant,grasses,sub
9173-f,39,suv,socks,ambulance,sub
9173-f,40,gummybears,gloves,lobster,sub
9173-f,42,mnms,popcorn,cookies,sub
9173-f,43,diningtable,ivy,ambulance,basic
9173-f,44,catfish,cow,firetruck,sub
9173-f,45,polarbear,iguana,koalabear,sub
9173-f,46,jellybeans,hamster,motorcycle,basic
9173-f,47,sunflower,lamp,chips,sub
9173-f,51,dressshirt,bathrobe,dress,basic
9173-f,55,blackbear,koalabear,snake,sub
9173-f,57,husky,greyhound,hamster,sub
9173-f,59,skittles,bookcase,popcorn,sub
9173-f,62,picnictable,lamp,sidetable,sub
9173-f,63,rose,ambulance,hamster,sub
9173-f,64,eagle,pig,motorcycle,sub
9173-f,69,tshirt,socks,squirrel,basic
9173-f,70,pandabear,koalabear,rabbit,sub
