gameid; time; roundNum; trialType; condition; nameClickedObj; targetStatusClickedObj; spLocsClickedObj; lisLocsClickedObj; basiclevelClickedObj; superdomainClickedObj; alt1Name; alt1TargetStatus; alt1SpLocs; alt1LisLocs; alt1Basiclevel; alt1superdomain; alt2Name; alt2TargetStatus; alt2SpLocs; alt2LisLocs; alt2Basiclevel; alt2superdomain;numMessages;numSMessages;numLMessages;speakerMessages;listenerMessages;messageTimeStamps;refExp;sizeMentioned;colorMentioned;typeMentioned;otherFeatureMentioned;basiclevelMentioned;superClassMentioned;superclassattributeMentioned;utteranceContracted;oneMentioned;theMentioned;clickedType;clickedSize;clickedColor;colorPreNominal;sizePreNominal;;notes;;;alt1TypeLabelTest;alt1BLLabelTest;alt1DomainLabelTest;alt2TypeLabelTest;alt2BLLabelTest;alt2DomainLabelTest
4842-f;1.45E+12;70;subSuperTrial;distr12;poloShirt;target;4;4;shirt;clothing;campShirt;distrClass1;3;3;shirt;clothing;dress;distrClass2;2;2;NA;clothing;1;1;0;only has 3 buttones;;1.45E+12;only has 3 buttones;FALSE;FALSE;FALSE;TRUE;;;;;;;poloShirt;NA;NA;;;;;;;NA;NA;NA;dress, poloShirt;dress, shirt;dress, clothing
3695-5;1.45E+12;21;subSuperTrial;distr12;tShirt;target;3;2;shirt;clothing;campShirt;distrClass1;4;4;shirt;clothing;dress;distrClass2;2;3;NA;clothing;1;1;0;short sleeve no buttons;;1.45E+12;short sleeve no buttons;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;tShirt;NA;NA;;;;;;;NA;NA;NA;dress, tShirt;dress, shirt;dress, clothing
3504-8;1.45E+12;72;subSuperTrial;distr12;hawaiiShirt;target;2;3;shirt;clothing;campShirt;distrClass1;3;4;shirt;clothing;dress;distrClass2;4;2;NA;clothing;1;1;0;shirt with pattern;;1.45E+12;shirt with pattern;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;hawaiiShirt;NA;NA;;;;;;;NA;NA;NA;dress, hawaiiShirt;dress, shirt;dress, clothing
8286-0;1.45E+12;11;subSuperTrial;distr12;poloShirt;target;3;3;shirt;clothing;campShirt;distrClass1;2;4;shirt;clothing;dress;distrClass2;4;2;NA;clothing;1;1;0;polo;;1.45E+12;polo;FALSE;FALSE;TRUE;;;;;TRUE;;;poloShirt;NA;NA;;;;;;;NA;NA;NA;dress, poloShirt;dress, shirt;dress, clothing
8684-3;1.45E+12;17;subSuperTrial;distr12;swordFish;target;3;3;fish;animal;discusFish;distrClass1;4;4;fish;animal;elephant;distrClass2;2;2;NA;animal;1;1;0;swims and has long nose;;1.45E+12;swims and has long nose;FALSE;FALSE;FALSE;TRUE;;;TRUE;;;;swordFish;NA;NA;;;;;;;NA;NA;NA;elephant, swordFish;elephant, fish;elephant, animal
3293-5;1.45E+12;71;subSuperTrial;distr12;hummingBird;target;4;3;bird;animal;sparrow;distrClass1;3;2;bird;animal;elephant;distrClass2;2;4;NA;animal;1;1;0;humminbird;;1.45E+12;humminbird;FALSE;FALSE;TRUE;;;;;;;;hummingBird;NA;NA;;;;;;;NA;NA;NA;elephant, hummingBird;elephant, bird;elephant, animal
9551-7;1.45E+12;54;subSuperTrial;distr12;parrot;target;3;2;bird;animal;sparrow;distrClass1;2;4;bird;animal;elephant;distrClass2;4;3;NA;animal;1;1;0;red bird;;1.45E+12;red bird;FALSE;TRUE;FALSE;;TRUE;;;;;;parrot;NA;NA;;;;;;;NA;NA;NA;elephant, parrot;elephant, bird;elephant, animal
6456-4;1.45E+12;26;subSuperTrial;distr12;convertible;target;3;3;car;vehicle;sedan;distrClass1;4;2;car;vehicle;firetruck;distrClass2;2;4;NA;vehicle;1;1;0;convertable;;1.45E+12;convertable;FALSE;FALSE;TRUE;;;;;;;;convertible;NA;NA;;;;;;;NA;NA;NA;firetruck, convertible;firetruck, car;firetruck, vehicle
3504-8;1.45E+12;47;subSuperTrial;distr12;poloShirt;target;3;4;shirt;clothing;campShirt;distrClass1;2;2;shirt;clothing;gloves;distrClass2;4;3;NA;clothing;1;1;0;less buttons shirt;;1.45E+12;less buttons shirt;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;poloShirt;NA;NA;;;;;;;NA;NA;NA;gloves, poloShirt;gloves, shirt;gloves, clothing
4452-5;1.45E+12;47;subSuperTrial;distr12;poloShirt;target;2;2;shirt;clothing;campShirt;distrClass1;3;3;shirt;clothing;gloves;distrClass2;4;4;NA;clothing;1;1;0;shirt without buttons;;1.45E+12;shirt without buttons;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;poloShirt;NA;NA;;;;;;;NA;NA;NA;gloves, poloShirt;gloves, shirt;gloves, clothing
4517-f;1.45E+12;54;subSuperTrial;distr12;sunflower;target;3;4;flower;plant;lily;distrClass1;4;2;flower;plant;grasses;distrClass2;2;3;NA;plant;1;1;0;sunflower;;1.45E+12;sunflower;FALSE;FALSE;TRUE;;;;;;;;sunflower;NA;NA;;;;;;;NA;NA;NA;grasses, sunflower;grasses, flower;grasses, plant
5239-5;1.45E+12;4;subSuperTrial;distr12;tulip;target;3;3;flower;plant;lily;distrClass1;4;2;flower;plant;grasses;distrClass2;2;4;NA;plant;1;1;0;red flower;;1.45E+12;red flower;FALSE;TRUE;FALSE;;TRUE;;;;;;tulip;NA;NA;;;;;;;NA;NA;NA;grasses, tulip;grasses, flower;grasses, plant
4393-a;1.45E+12;30;subSuperTrial;distr12;germanShepherd;target;2;4;dog;animal;greyhound;distrClass1;4;2;dog;animal;horse;distrClass2;3;3;NA;animal;1;1;0;Dog with right leg further forward than left - black fur on dog;;1.45E+12;Dog with right leg further forward than left - black fur on dog;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;germanShepherd;NA;NA;;;;;;;NA;NA;NA;horse, germanShepherd;horse, dog;horse, animal
3695-5;1.45E+12;43;subSuperTrial;distr12;husky;target;2;4;dog;animal;greyhound;distrClass1;4;3;dog;animal;horse;distrClass2;3;2;NA;animal;1;1;0;husky;;1.45E+12;husky;FALSE;FALSE;TRUE;;;;;;;;husky;NA;NA;;;;;;;NA;NA;NA;horse, husky;horse, dog;horse, animal
8258-f;1.45E+12;58;subSuperTrial;distr12;swordFish;target;2;3;fish;animal;discusFish;distrClass1;3;2;fish;animal;iguana;distrClass2;4;4;NA;animal;1;1;0;swordfish;;1.45E+12;swordfish;FALSE;FALSE;TRUE;;;;;;;;swordFish;NA;NA;;;;;;;NA;NA;NA;iguana, swordFish;iguana, fish;iguana, animal
5512-7;1.45E+12;51;subSuperTrial;distr12;sunflower;target;2;3;flower;plant;lily;distrClass1;4;2;flower;plant;ivy;distrClass2;3;4;NA;plant;1;1;0;yellow;;1.45E+12;yellow;FALSE;TRUE;FALSE;;;;;;;;sunflower;NA;NA;;;;;;;NA;NA;NA;ivy, sunflower;ivy, flower;ivy, plant
2195-2;1.45E+12;54;subSuperTrial;distr12;sunflower;target;2;4;flower;plant;lily;distrClass1;4;2;flower;plant;ivy;distrClass2;3;3;NA;plant;1;1;0;SUNFLOWER;;1.45E+12;SUNFLOWER;FALSE;FALSE;TRUE;;;;;;;;sunflower;NA;NA;;;;;;;NA;NA;NA;ivy, sunflower;ivy, flower;ivy, plant
8286-0;1.45E+12;3;subSuperTrial;distr12;tulip;target;3;4;flower;plant;lily;distrClass1;2;3;flower;plant;ivy;distrClass2;4;2;NA;plant;1;1;0;red one;;1.45E+12;red one;FALSE;TRUE;FALSE;;;;;;TRUE;;tulip;NA;NA;;;;;;;NA;NA;NA;ivy, tulip;ivy, flower;ivy, plant
7830-a;1.45E+12;10;subSuperTrial;distr12;daisy;target;4;4;flower;plant;lily;distrClass1;2;2;flower;plant;ivy;distrClass2;3;3;NA;plant;1;1;0;yellow;;1.45E+12;yellow;FALSE;TRUE;FALSE;;;;;;;;daisy;NA;NA;;;;;;;NA;NA;NA;ivy, daisy;ivy, flower;ivy, plant
7830-a;1.45E+12;48;subSuperTrial;distr12;rose;target;2;4;flower;plant;lily;distrClass1;4;3;flower;plant;ivy;distrClass2;3;2;NA;plant;1;1;0;red;;1.45E+12;red;FALSE;TRUE;FALSE;;;;;;;;rose;NA;NA;;;;;;;NA;NA;NA;ivy, rose;ivy, flower;ivy, plant
8684-3;1.45E+12;68;subSuperTrial;distr12;sunflower;target;4;3;flower;plant;lily;distrClass1;2;2;flower;plant;ivy;distrClass2;3;4;NA;plant;1;1;0;yellow;;1.45E+12;yellow;FALSE;TRUE;FALSE;;;;;;;;sunflower;NA;NA;;;;;;;NA;NA;NA;ivy, sunflower;ivy, flower;ivy, plant
2195-2;1.45E+12;16;subSuperTrial;distr12;rose;target;3;4;flower;plant;lily;distrClass1;2;3;flower;plant;ivy;distrClass2;4;2;NA;plant;1;1;0;ROSE;;1.45E+12;ROSE;FALSE;FALSE;TRUE;;;;;;;;rose;NA;NA;;;;;;;NA;NA;NA;ivy, rose;ivy, flower;ivy, plant
9551-7;1.45E+12;27;subSuperTrial;distr12;germanShepherd;target;4;4;dog;animal;greyhound;distrClass1;3;2;dog;animal;kitten;distrClass2;2;3;NA;animal;1;1;0;german shepard;;1.45E+12;german shepard;FALSE;FALSE;TRUE;;;;;;;;germanShepherd;NA;NA;;;;;;;NA;NA;NA;kitten, germanShepherd;kitten, dog;kitten, animal
3158-b;1.45E+12;57;subSuperTrial;distr12;bedsideTable;target;3;4;table;furniture;sideTable;distrClass1;4;2;table;furniture;lamp;distrClass2;2;3;NA;furniture;1;1;0;drawers;;1.45E+12;drawers;FALSE;FALSE;FALSE;TRUE;;;;;;;bedsideTable;NA;NA;;;;;;;NA;NA;NA;lamp, bedsideTable;lamp, table;lamp, furniture
5934-3;1.45E+12;63;subSuperTrial;distr12;parrot;target;4;3;bird;animal;sparrow;distrClass1;2;4;bird;animal;lobster;distrClass2;3;2;NA;animal;3;2;1;macaw___parrot;;;;FALSE;FALSE;TRUE;;;;;;;;;;;;;;;;;NA;NA;NA;lobster, parrot;lobster, bird;lobster, animal
5512-7;1.45E+12;17;subSuperTrial;distr12;sportsCar;target;2;3;car;vehicle;sedan;distrClass1;3;4;car;vehicle;motorcycle;distrClass2;4;2;NA;vehicle;1;1;0;gray;;1.45E+12;gray;FALSE;TRUE;FALSE;;;;;;;;sportsCar;NA;NA;;;;;;;NA;NA;NA;motorcycle, sportsCar;motorcycle, car;motorcycle, vehicle
3293-5;1.45E+12;27;subSuperTrial;distr12;minivan;target;3;4;car;vehicle;sedan;distrClass1;4;3;car;vehicle;motorcycle;distrClass2;2;2;NA;vehicle;1;1;0;van;;1.45E+12;van;FALSE;FALSE;TRUE;;;;;TRUE;;;minivan;NA;NA;;;;;;;NA;NA;NA;motorcycle, minivan;motorcycle, car;motorcycle, vehicle
3158-b;1.45E+12;22;subSuperTrial;distr12;suv;target;3;3;car;vehicle;sedan;distrClass1;4;2;car;vehicle;motorcycle;distrClass2;2;4;NA;vehicle;1;1;0;suv;;1.45E+12;suv;FALSE;FALSE;TRUE;;;;;;;;suv;NA;NA;;;;;;;NA;NA;NA;motorcycle, suv;motorcycle, car;motorcycle, vehicle
8430-f;1.45E+12;28;subSuperTrial;distr12;polarBear;target;4;3;bear;animal;koalaBear;distrClass1;2;4;bear;animal;pig;distrClass2;3;2;NA;animal;4;3;1;bear___polar___lol;lol;1449255236402___1449255238617___1449255242586___1449255244156;bear;FALSE;FALSE;TRUE;;TRUE;;;;;;polarBear;NA;NA;;;;;;;NA;NA;NA;pig, polarBear;pig, bear;pig, animal
5975-e;1.45E+12;67;subSuperTrial;distr12;skittles;target;2;4;candy;snack;candyCorn;distrClass1;3;3;candy;snack;popcorn;distrClass2;4;2;NA;snack;1;1;0;colors;;1.45E+12;colors;FALSE;TRUE;FALSE;;;;;;;;skittles;NA;NA;;;;;;;NA;NA;NA;popcorn, skittles;popcorn, candy;popcorn, snack
4452-5;1.45E+12;5;subSuperTrial;distr12;jellyBeans;target;3;3;candy;snack;candyCorn;distrClass1;2;4;candy;snack;popcorn;distrClass2;4;2;NA;snack;1;1;0;jellybeans;;1.45E+12;jellybeans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;NA;NA;NA;popcorn, jellyBeans;popcorn, candy;popcorn, snack
8258-f;1.45E+12;32;subSuperTrial;distr12;daisy;target;3;2;flower;plant;lily;distrClass1;4;3;flower;plant;pottedPlant;distrClass2;2;4;NA;plant;1;1;0;yellow in center;;1.45E+12;yellow in center;FALSE;TRUE;FALSE;;;;;;;;daisy;NA;NA;;;;;;;NA;NA;NA;pottedPlant, daisy;pottedPlant, flower;pottedPlant, plant
5239-5;1.45E+12;57;subSuperTrial;distr12;skittles;target;4;2;candy;snack;candyCorn;distrClass1;3;3;candy;snack;pretzels;distrClass2;2;4;NA;snack;1;1;0;skittles;;1.45E+12;skittles;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;NA;NA;NA;pretzels, skittles;pretzels, candy;pretzels, snack
4842-f;1.45E+12;51;subSuperTrial;distr12;skittles;target;2;4;candy;snack;candyCorn;distrClass1;3;2;candy;snack;pretzels;distrClass2;4;3;NA;snack;1;1;0;rainbow;;1.45E+12;rainbow;FALSE;FALSE;FALSE;TRUE;;;;;;;skittles;NA;NA;;;;;;;NA;NA;NA;pretzels, skittles;pretzels, candy;pretzels, snack
5975-e;1.45E+12;35;subSuperTrial;distr12;dalmatian;target;3;3;dog;animal;greyhound;distrClass1;2;4;dog;animal;rabbit;distrClass2;4;2;NA;animal;1;1;0;spots;;1.45E+12;spots;FALSE;FALSE;FALSE;TRUE;;;;;;;dalmatian;NA;NA;;;;;;;NA;NA;NA;rabbit, dalmatian;rabbit, dog;rabbit, animal
5239-5;1.45E+12;37;subSuperTrial;distr12;pug;target;3;4;dog;animal;greyhound;distrClass1;4;2;dog;animal;rabbit;distrClass2;2;3;NA;animal;1;1;0;pug;;1.45E+12;pug;FALSE;FALSE;TRUE;;;;;;;;pug;NA;NA;;;;;;;NA;NA;NA;rabbit, pug;rabbit, dog;rabbit, animal
4393-a;1.45E+12;19;subSuperTrial;distr12;goldFish;target;3;4;fish;animal;discusFish;distrClass1;2;2;fish;animal;rhino;distrClass2;4;3;NA;animal;1;1;0;Smaller fish by height;;1.45E+12;Smaller fish by height;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;goldFish;NA;NA;;;;;;;NA;NA;NA;rhino, goldFish;rhino, fish;rhino, animal
4452-5;1.45E+12;60;subSuperTrial;distr12;sunflower;target;4;3;flower;plant;lily;distrClass1;3;4;flower;plant;rosemary;distrClass2;2;2;NA;plant;1;1;0;sunflower;;1.45E+12;sunflower;FALSE;FALSE;TRUE;;;;;;;;sunflower;NA;NA;;;;;;;NA;NA;NA;rosemary, sunflower;rosemary, flower;rosemary, plant
8684-3;1.45E+12;58;subSuperTrial;distr12;daisy;target;3;2;flower;plant;lily;distrClass1;4;3;flower;plant;rosemary;distrClass2;2;4;NA;plant;1;1;0;has yellow in middle;;1.45E+12;has yellow in middle;FALSE;TRUE;FALSE;;;;;;;;daisy;NA;NA;;;;;;;NA;NA;NA;rosemary, daisy;rosemary, flower;rosemary, plant
3293-5;1.45E+12;22;subSuperTrial;distr12;rose;target;4;2;flower;plant;lily;distrClass1;3;3;flower;plant;rosemary;distrClass2;2;4;NA;plant;1;1;0;red flower;;1.45E+12;red flower;FALSE;TRUE;FALSE;;TRUE;;;;;;rose;NA;NA;;;;;;;NA;NA;NA;rosemary, rose;rosemary, flower;rosemary, plant
4393-a;1.45E+12;12;subSuperTrial;distr12;swordFish;target;4;2;fish;animal;discusFish;distrClass1;3;3;fish;animal;sheep;distrClass2;2;4;NA;animal;1;1;0;swordfish;;1.45E+12;swordfish;FALSE;FALSE;TRUE;;;;;;;;swordFish;NA;NA;;;;;;;NA;NA;NA;sheep, swordFish;sheep, fish;sheep, animal
3695-5;1.45E+12;14;subSuperTrial;distr12;pug;target;3;2;dog;animal;greyhound;distrClass1;4;4;dog;animal;sheep;distrClass2;2;3;NA;animal;3;2;1;dog___small;;;;TRUE;FALSE;FALSE;;TRUE;;;;;;;;;;;;;;;NA;NA;NA;sheep, pug;sheep, dog;sheep, animal
7111-e;1.45E+12;2;subSuperTrial;distr12;polarBear;target;2;3;bear;animal;koalaBear;distrClass1;3;2;bear;animal;snake;distrClass2;4;4;NA;animal;1;1;0;white coca cola;;1.45E+12;white coca cola;FALSE;TRUE;FALSE;TRUE;;;;;;;polarBear;NA;NA;;;;;;;NA;NA;NA;snake, polarBear;snake, bear;snake, animal
3504-8;1.45E+12;11;subSuperTrial;distr12;tShirt;target;4;4;shirt;clothing;campShirt;distrClass1;3;3;shirt;clothing;socks;distrClass2;2;2;NA;clothing;1;1;0;shirt w/o buttons;;1.45E+12;shirt w/o buttons;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;tShirt;NA;NA;;;;;;;NA;NA;NA;socks, tShirt;socks, shirt;socks, clothing
1223-7;1.45E+12;53;subSuperTrial;distr12;dressShirt;target;4;2;shirt;clothing;campShirt;distrClass1;3;3;shirt;clothing;socks;distrClass2;2;4;NA;clothing;1;1;0;long sleeve;;1.45E+12;long sleeve;FALSE;FALSE;FALSE;TRUE;;;;;;;dressShirt;NA;NA;;;;;;;NA;NA;NA;socks, dressShirt;socks, shirt;socks, clothing
8286-0;1.45E+12;65;subSuperTrial;distr12;pug;target;2;4;dog;animal;greyhound;distrClass1;4;2;dog;animal;squirrel;distrClass2;3;3;NA;animal;1;1;0;pug;;1.45E+12;pug;FALSE;FALSE;TRUE;;;;;;;;pug;NA;NA;;;;;;;NA;NA;NA;squirrel, pug;squirrel, dog;squirrel, animal
7111-e;1.45E+12;66;subSuperTrial;distr12;parrot;target;2;3;bird;animal;sparrow;distrClass1;3;4;bird;animal;squirrel;distrClass2;4;2;NA;animal;1;1;0;rainbow;;1.45E+12;rainbow;FALSE;FALSE;FALSE;TRUE;;;;;;;parrot;NA;NA;;;;;;;NA;NA;NA;squirrel, parrot;squirrel, bird;squirrel, animal
5239-5;1.45E+12;23;subSuperTrial;distr12;parrot;target;3;4;bird;animal;sparrow;distrClass1;2;2;bird;animal;squirrel;distrClass2;4;3;NA;animal;1;1;0;parrot;;1.45E+12;parrot;FALSE;FALSE;TRUE;;;;;;;;parrot;NA;NA;;;;;;;NA;NA;NA;squirrel, parrot;squirrel, bird;squirrel, animal
3158-b;1.45E+12;23;subSuperTrial;distr12;parrot;target;2;2;bird;animal;sparrow;distrClass1;4;4;bird;animal;squirrel;distrClass2;3;3;NA;animal;1;1;0;colorful;;1.45E+12;colorful;FALSE;FALSE;FALSE;TRUE;;;;;;;parrot;NA;NA;;;;;;;NA;NA;NA;squirrel, parrot;squirrel, bird;squirrel, animal
5628-2;1.45E+12;49;subSuperTrial;distr12;minivan;target;3;2;car;vehicle;sedan;distrClass1;4;4;car;vehicle;train;distrClass2;2;3;NA;vehicle;1;1;0;van;;1.45E+12;van;FALSE;FALSE;TRUE;;;;;TRUE;;;minivan;NA;NA;;;;;;;NA;NA;NA;train, minivan;train, car;train, vehicle
5934-3;1.45E+12;65;subSuperTrial;distr12;sportsCar;target;2;2;car;vehicle;sedan;distrClass1;3;3;car;vehicle;train;distrClass2;4;4;NA;vehicle;1;1;0;silver car;;1.45E+12;silver car;FALSE;TRUE;FALSE;;TRUE;;;;;;sportsCar;NA;NA;;;;;;;NA;NA;NA;train, sportsCar;train, car;train, vehicle
7830-a;1.45E+12;57;subSuperTrial;distr12;picnicTable;target;3;2;table;furniture;sideTable;distrClass1;4;3;table;furniture;wardrobe;distrClass2;2;4;NA;furniture;1;1;0;picknik;;1.45E+12;picknik;FALSE;FALSE;TRUE;;;;;TRUE;;;picnicTable;NA;NA;;;;;;;NA;NA;NA;wardrobe, picnicTable;wardrobe, table;wardrobe, furniture
8684-3;1.45E+12;5;subSuperTrial;distr12;dressShirt;target;3;2;shirt;clothing;bathrobe;distrClass2;4;4;NA;clothing;campShirt;distrClass1;2;3;shirt;clothing;1;1;0;the dressiest one;;1.45E+12;the dressiest one;FALSE;FALSE;FALSE;TRUE;;;;;TRUE;;dressShirt;NA;NA;;;;;;;bathrobe, dressShirt;bathrobe, shirt;bathrobe, clothing;NA;NA;NA
2919-a;1.45E+12;65;subSuperTrial;distr12;hawaiiShirt;target;3;3;shirt;clothing;bathrobe;distrClass2;2;2;NA;clothing;campShirt;distrClass1;4;4;shirt;clothing;1;1;0;flowered;;1.45E+12;flowered;FALSE;FALSE;FALSE;TRUE;;;;;;;hawaiiShirt;NA;NA;;;;;;;bathrobe, hawaiiShirt;bathrobe, shirt;bathrobe, clothing;NA;NA;NA
9807-5;1.45E+12;26;subSuperTrial;distr12;gummyBears;target;3;4;candy;snack;popcorn;distrClass2;2;3;NA;snack;candyCorn;distrClass1;4;2;candy;snack;1;1;0;gummy bears;;1.45E+12;gummy bears;FALSE;FALSE;TRUE;;;;;;;;gummyBears;NA;NA;;;;;;;popcorn, gummyBears;popcorn, candy;popcorn, snack;NA;NA;NA
1223-7;1.45E+12;15;subSuperTrial;distr12;gummyBears;target;4;2;candy;snack;pretzels;distrClass2;3;4;NA;snack;candyCorn;distrClass1;2;3;candy;snack;1;1;0;gummy bears;;1.45E+12;gummy bears;FALSE;FALSE;TRUE;;;;;;;;gummyBears;NA;NA;;;;;;;pretzels, gummyBears;pretzels, candy;pretzels, snack;NA;NA;NA
8258-f;1.45E+12;40;subSuperTrial;distr12;germanShepherd;target;3;3;dog;animal;cow;distrClass2;2;4;NA;animal;greyhound;distrClass1;4;2;dog;animal;1;1;0;smallest;;1.45E+12;smallest;TRUE;FALSE;FALSE;;;;;;;;germanShepherd;NA;NA;;;;;;;cow, germanShepherd;cow, dog;cow, animal;NA;NA;NA
1223-7;1.45E+12;22;subSuperTrial;distr12;germanShepherd;target;4;3;dog;animal;crocodile;distrClass2;3;4;NA;animal;greyhound;distrClass1;2;2;dog;animal;1;1;0;German shepard;;1.45E+12;German shepard;FALSE;FALSE;TRUE;;;;;;;;germanShepherd;NA;NA;;;;;;;crocodile, germanShepherd;crocodile, dog;crocodile, animal;NA;NA;NA
8286-0;1.45E+12;54;subSuperTrial;distr12;husky;target;4;3;dog;animal;crocodile;distrClass2;3;2;NA;animal;greyhound;distrClass1;2;4;dog;animal;1;1;0;husky;;1.45E+12;husky;FALSE;FALSE;TRUE;;;;;;;;husky;NA;NA;;;;;;;crocodile, husky;crocodile, dog;crocodile, animal;NA;NA;NA
8935-b;1.45E+12;30;subSuperTrial;distr12;pug;target;2;4;dog;animal;lion;distrClass2;3;2;NA;animal;greyhound;distrClass1;4;3;dog;animal;1;1;0;Wrinkles;;1.45E+12;Wrinkles;FALSE;FALSE;FALSE;TRUE;;;;;;;pug;NA;NA;;;;;;;lion, pug;lion, dog;lion, animal;NA;NA;NA
5628-2;1.45E+12;12;subSuperTrial;distr12;husky;target;2;2;dog;animal;lobster;distrClass2;4;3;NA;animal;greyhound;distrClass1;3;4;dog;animal;1;1;0;thick dog;;1.45E+12;thick dog;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;;husky;NA;NA;;;;;;;lobster, husky;lobster, dog;lobster, animal;NA;NA;NA
2195-2;1.45E+12;42;subSuperTrial;distr12;germanShepherd;target;4;4;dog;animal;sheep;distrClass2;3;3;NA;animal;greyhound;distrClass1;2;2;dog;animal;1;1;0;SMALLER DOG;;1.45E+12;SMALLER DOG;TRUE;FALSE;FALSE;;TRUE;;;;;;germanShepherd;NA;NA;;;;;;;sheep, germanShepherd;sheep, dog;sheep, animal;NA;NA;NA
5239-5;1.45E+12;70;subSuperTrial;distr12;husky;target;2;2;dog;animal;snake;distrClass2;3;3;NA;animal;greyhound;distrClass1;4;4;dog;animal;1;1;0;husky;;1.45E+12;husky;FALSE;FALSE;TRUE;;;;;;;;husky;NA;NA;;;;;;;snake, husky;snake, dog;snake, animal;NA;NA;NA
4452-5;1.45E+12;29;subSuperTrial;distr12;dalmatian;target;2;2;dog;animal;squirrel;distrClass2;3;4;NA;animal;greyhound;distrClass1;4;3;dog;animal;1;1;0;dalmation;;1.45E+12;dalmation;FALSE;FALSE;TRUE;;;;;;;;dalmatian;NA;NA;;;;;;;squirrel, dalmatian;squirrel, dog;squirrel, animal;NA;NA;NA
8430-f;1.45E+12;27;subSuperTrial;distr12;rose;target;4;2;flower;plant;rosemary;distrClass2;3;3;NA;plant;lily;distrClass1;2;4;flower;plant;1;1;0;rose;;1.45E+12;rose;FALSE;FALSE;TRUE;;;;;;;;rose;NA;NA;;;;;;;rosemary, rose;rosemary, flower;rosemary, plant;NA;NA;NA
4393-a;1.45E+12;17;subSuperTrial;distr12;suv;target;4;4;car;vehicle;motorcycle;distrClass2;2;2;NA;vehicle;sedan;distrClass1;3;3;car;vehicle;1;1;0;WHite Suv;;1.45E+12;WHite Suv;FALSE;TRUE;TRUE;;;;;;;;suv;NA;NA;;;;;;;motorcycle, suv;motorcycle, car;motorcycle, vehicle;NA;NA;NA
6456-4;1.45E+12;44;subSuperTrial;distr12;hawaiiShirt;target;2;3;shirt;clothing;gloves;distrClass2;4;4;NA;clothing;campShirt;distrClass1;3;2;shirt;clothing;1;1;0;flower shirt;;1.45E+12;flower shirt;FALSE;FALSE;TRUE;;;;;;;;hawaiiShirt;NA;NA;;;;;;;gloves, hawaiiShirt;gloves, shirt;gloves, clothing;NA;NA;NA
4517-f;1.45E+12;53;subSuperTrial;distr12;jellyBeans;target;2;3;candy;snack;chips;distrClass2;4;4;NA;snack;candyCorn;distrClass1;3;2;candy;snack;1;1;0;jelly beans;;1.45E+12;jelly beans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;chips, jellyBeans;chips, candy;chips, snack;NA;NA;NA
8258-f;1.45E+12;43;subSuperTrial;distr12;jellyBeans;target;3;2;candy;snack;cookies;distrClass2;4;4;NA;snack;candyCorn;distrClass1;2;3;candy;snack;1;1;0;jelly beans;;1.45E+12;jelly beans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;cookies, jellyBeans;cookies, candy;cookies, snack;NA;NA;NA
7830-a;1.45E+12;4;subSuperTrial;distr12;skittles;target;4;4;candy;snack;pretzels;distrClass2;2;3;NA;snack;candyCorn;distrClass1;3;2;candy;snack;1;1;0;skittles;;1.45E+12;skittles;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;pretzels, skittles;pretzels, candy;pretzels, snack;NA;NA;NA
4393-a;1.45E+12;54;subSuperTrial;distr12;jellyBeans;target;3;4;candy;snack;popcorn;distrClass2;4;2;NA;snack;candyCorn;distrClass1;2;3;candy;snack;1;1;0;jelly beans;;1.45E+12;jelly beans;FALSE;FALSE;TRUE;;;;;;;;jellyBeans;NA;NA;;;;;;;popcorn, jellyBeans;popcorn, candy;popcorn, snack;NA;NA;NA
6456-4;1.45E+12;5;subSuperTrial;distr12;skittles;target;4;2;candy;snack;popcorn;distrClass2;2;4;NA;snack;candyCorn;distrClass1;3;3;candy;snack;1;1;0;skittles;;1.45E+12;skittles;FALSE;FALSE;TRUE;;;;;;;;skittles;NA;NA;;;;;;;popcorn, skittles;popcorn, candy;popcorn, snack;NA;NA;NA
3158-b;1.45E+12;10;subSuperTrial;distr12;goldFish;target;4;2;fish;animal;cow;distrClass2;2;4;NA;animal;discusFish;distrClass1;3;3;fish;animal;1;1;0;small fish;;1.45E+12;small fish;TRUE;FALSE;FALSE;;TRUE;;;;;;goldFish;NA;NA;;;;;;;cow, goldFish;cow, fish;cow, animal;NA;NA;NA
