"","X","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","typeMentioned_after_manual_correction","clickedType","clickedSize","clickedColor","column1","column2","column3","column4","column5"
"805",1634,"7830-a",1449262235843,1,"subSuperTrial","distr12","catfish","target",2,4,"fish","animal","blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",3,2,"fish","animal","sheep","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"cat","","1449262232534","cat","False","False","False",TRUE,"catfish",NA,NA,"",NA,NA,NA,NA
"806",1637,"7830-a",1449262254315,4,"subSuperTrial","distr12","skittles","target",4,4,"candy","snack","pretzels","distrClass2",2,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",3,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"skittles","","1449262252531","skittles","False","False","True",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"810",1645,"7830-a",1449262300500,12,"subSuperTrial","distr12","gummyBears","target",3,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,3,"candy","snack","blackStimulus",NA,5,5,NA,NA,"chips","distrClass2",4,2,NA,"snack",1,1,0,"gummy","","1449262298417","gummy","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"812",1648,"7830-a",1449262323184,15,"subSuperTrial","distr12","goldFish","target",2,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"snake","distrClass2",4,4,NA,"animal","discusFish","distrClass1",3,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"goldfish","","1449262320953","goldfish","False","False","False",TRUE,"goldFish",NA,NA,"",NA,NA,NA,NA
"817",1658,"7830-a",1449262383593,25,"subSuperTrial","distr22","swordFish","target",4,3,"fish","animal","kitten","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"sword","","1449262382077","sword","False","False","False",TRUE,"swordFish",NA,NA,"",NA,NA,NA,NA
"821",1668,"7830-a",1449262438753,35,"subSuperTrial","distr12","coffeeTable","target",4,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"sideTable","distrClass1",3,4,"table","furniture","bookcase","distrClass2",2,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"coffee","","1449262434658","coffee","False","False","False",TRUE,"coffeeTable",NA,NA,"",NA,NA,NA,NA
"824",1676,"7830-a",1449262484733,43,"subSuperTrial","distr23","jellyBeans","target",3,2,"candy","snack","chips","distrClass2",4,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"iguana","distrClass3",2,4,NA,"animal",1,1,0,"bean","","1449262482703","bean","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"828",1685,"7830-a",1449262528482,52,"subSuperTrial","distr23","pandaBear","target",4,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",2,4,NA,"clothing","pig","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"panda!","","1449262527030","panda!","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"831",1690,"7830-a",1449262556438,57,"subSuperTrial","distr12","picnicTable","target",3,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,3,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",2,4,NA,"furniture",1,1,0,"picknik","","1449262554891","picknik","False","False","False",TRUE,"picnicTable",NA,NA,"",NA,NA,NA,NA
"834",1694,"7830-a",1449262576136,61,"subSuperTrial","distr33","minivan","target",2,2,"car","vehicle","crocodile","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass3",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"van","","1449262574491","van","False","False","False",TRUE,"minivan",NA,NA,"",NA,NA,NA,NA
"839",1704,"7830-a",1449262627684,71,"subSuperTrial","distr33","eagle","target",3,3,"bird","animal","bathrobe","distrClass3",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",2,2,NA,"furniture",1,1,0,"eagle","","1449262626303","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"841",1707,"3158-b",1449262657896,2,"subSuperTrial","distr22","husky","target",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",3,4,NA,"animal","snake","distrClass2",2,3,NA,"animal",1,1,0,"wolf","","1449262656225","wolf","False","False","False",TRUE,"husky",NA,NA,"",NA,NA,NA,NA
"850",1725,"3158-b",1449262832415,20,"subSuperTrial","distr33","polarBear","target",3,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass3",2,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass3",4,3,NA,"furniture",1,1,0,"polar","","1449262831106","polar","False","False","False",TRUE,"polarBear",NA,NA,"",NA,NA,NA,NA
"851",1727,"3158-b",1449262853324,22,"subSuperTrial","distr12","suv","target",3,3,"car","vehicle","sedan","distrClass1",4,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",2,4,NA,"vehicle",1,1,0,"suv","","1449262849065","suv","False","False","True",TRUE,"suv",NA,NA,"",NA,NA,NA,NA
"860",1747,"3158-b",1449263010051,42,"subSuperTrial","distr33","swordFish","target",3,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",2,3,NA,"furniture","ambulance","distrClass3",4,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,1,1,0,"swordfish","","1449263008299","swordfish","False","False","False",TRUE,"swordFish",NA,NA,"",NA,NA,NA,NA
"861",1750,"3158-b",1449263034347,45,"subSuperTrial","distr23","skittles","target",2,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",4,4,NA,"snack","train","distrClass3",3,2,NA,"vehicle",1,1,0,"skittles","","1449263029643","skittles","False","False","True",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"862",1755,"3158-b",1449263085338,50,"subSuperTrial","distr33","jellyBeans","target",4,3,"candy","snack","ambulance","distrClass3",2,2,NA,"vehicle","iguana","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"beans","","1449263084011","beans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"868",1765,"3158-b",1449263156945,60,"subSuperTrial","distr33","eagle","target",2,4,"bird","animal","rosemary","distrClass3",4,3,NA,"plant","motorcycle","distrClass3",3,2,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"eagle","","1449263154010","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"890",1804,"4842-f",1449259999146,27,"subSuperTrial","distr33","convertible","target",4,3,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"elephant","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"rhino","distrClass3",2,2,NA,"animal",1,1,0,"cruiser","","1449259995665","cruiser","False","False","False",TRUE,"convertible",NA,NA,"",NA,NA,NA,NA
"897",1824,"4842-f",1449260231795,47,"subSuperTrial","distr12","tShirt","target",4,2,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,3,"shirt","clothing","socks","distrClass2",2,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,1,1,0,"basic tee","","1449260229587","basic tee","False","False","False",TRUE,"tShirt",NA,NA,"",NA,NA,NA,NA
"919",1868,"0198-d",1449263286457,19,"subSuperTrial","distr22","jellyBeans","target",2,4,"candy","snack","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"cookies","distrClass2",4,2,NA,"snack","pretzels","distrClass2",3,3,NA,"snack",1,1,0,"jellybeans","","1449263283828","jellybeans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"921",1871,"0198-d",1449263308066,22,"subSuperTrial","distr23","bedsideTable","target",2,3,"table","furniture","pottedPlant","distrClass3",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,"lamp","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"dresser","","1449263305147","dresser","False","False","False",TRUE,"bedsideTable",NA,NA,"",NA,NA,NA,NA
"922",1872,"0198-d",1449263319547,23,"subSuperTrial","distr23","mnMs","target",3,4,"candy","snack","popcorn","distrClass2",4,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"chick","distrClass3",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"m&ms","","1449263316736","m&ms","False","False","False",TRUE,"mnMs",NA,NA,"",NA,NA,NA,NA
"923",1874,"0198-d",1449263335435,25,"subSuperTrial","distr12","gummyBears","target",4,3,"candy","snack","cookies","distrClass2",3,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"candyCorn","distrClass1",2,4,"candy","snack",1,1,0,"gummybears","","1449263332737","gummybears","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"924",1876,"0198-d",1449263351855,27,"subSuperTrial","distr12","parrot","target",4,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"sparrow","distrClass1",2,3,"bird","animal","chick","distrClass2",3,2,NA,"animal",1,1,0,"parrot","","1449263348663","parrot","False","False","True",TRUE,"parrot",NA,NA,"",NA,NA,NA,NA
"928",1882,"0198-d",1449263407543,33,"subSuperTrial","distr12","poloShirt","target",2,3,"shirt","clothing","dress","distrClass2",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"campShirt","distrClass1",3,2,"shirt","clothing",1,1,0,"polo shirt","","1449263403511","polo shirt","False","False","False",TRUE,"poloShirt",NA,NA,"",NA,NA,NA,NA
"929",1885,"0198-d",1449263429021,36,"subSuperTrial","distr22","tulip","target",3,3,"flower","plant","rosemary","distrClass2",2,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,2,NA,"plant",1,1,0,"tulip","","1449263426845","tulip","False","False","True",TRUE,"tulip",NA,NA,"",NA,NA,NA,NA
"930",1888,"0198-d",1449263446229,39,"subSuperTrial","distr23","rose","target",2,3,"flower","plant","blackStimulus",NA,1,1,NA,NA,"grasses","distrClass2",3,2,NA,"plant","cow","distrClass3",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"rose","","1449263443394","rose","False","False","True",TRUE,"rose",NA,NA,"",NA,NA,NA,NA
"934",1892,"0198-d",1449263472897,43,"subSuperTrial","distr22","pandaBear","target",3,2,"bear","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",4,4,NA,"animal","snake","distrClass2",2,3,NA,"animal",1,1,0,"panda","","1449263469283","panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"936",1898,"0198-d",1449263513410,49,"subSuperTrial","distr12","goldFish","target",2,4,"fish","animal","squirrel","distrClass2",3,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",4,2,"fish","animal",1,1,0,"goldfish","","1449263510091","goldfish","False","False","False",TRUE,"goldFish",NA,NA,"",NA,NA,NA,NA
"937",1899,"0198-d",1449263522113,50,"subSuperTrial","distr12","pigeon","target",2,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",4,2,NA,"animal","sparrow","distrClass1",3,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"pigeon","","1449263518880","pigeon","False","False","True",TRUE,"pigeon",NA,NA,"",NA,NA,NA,NA
"938",1901,"0198-d",1449263535640,52,"subSuperTrial","distr33","minivan","target",4,2,"car","vehicle","kitten","distrClass3",2,4,NA,"animal","gloves","distrClass3",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"suv","","1449263533726","suv","False","False","False",TRUE,"minivan",NA,NA,"",NA,NA,NA,NA
"939",1902,"0198-d",1449263545373,53,"subSuperTrial","distr12","catfish","target",4,3,"fish","animal","blackStimulus",NA,1,1,NA,NA,"discusFish","distrClass1",3,4,"fish","animal","iguana","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"catfish","","1449263541163","catfish","False","False","True",TRUE,"catfish",NA,NA,"",NA,NA,NA,NA
"941",1910,"0198-d",1449263602773,61,"subSuperTrial","distr22","polarBear","target",2,2,"bear","animal","squirrel","distrClass2",4,4,NA,"animal","chick","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"polar bear","","1449263599573","polar bear","False","False","False",TRUE,"polarBear",NA,NA,"",NA,NA,NA,NA
"942",1913,"0198-d",1449263627964,64,"subSuperTrial","distr23","eagle","target",2,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",3,4,NA,"animal","train","distrClass3",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"eagle","","1449263625837","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"948",1923,"3695-5",1449265516279,2,"subSuperTrial","distr23","pandaBear","target",4,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"horse","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"bed","distrClass3",3,2,NA,"furniture",1,1,0,"panda","","1449265514614","panda","False","False","False",TRUE,"pandaBear",NA,NA,"",NA,NA,NA,NA
"949",1926,"3695-5",1449265543918,5,"subSuperTrial","distr23","polarBear","target",2,4,"bear","animal","snake","distrClass2",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",3,2,NA,"vehicle",1,1,0,"polar bear","","1449265542123","polar bear","False","False","False",TRUE,"polarBear",NA,NA,"",NA,NA,NA,NA
"951",1929,"3695-5",1449265564143,8,"subSuperTrial","distr22","minivan","target",2,3,"car","vehicle","train","distrClass2",3,4,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"van","","1449265562783","van","False","False","False",TRUE,"minivan",NA,NA,"",NA,NA,NA,NA
"952",1930,"3695-5",1449265571364,9,"subSuperTrial","distr33","suv","target",4,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"lion","distrClass3",3,2,NA,"animal","socks","distrClass3",2,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"van again","","1449265569966","van again","False","False","False",TRUE,"suv",NA,NA,"",NA,NA,NA,NA
"953",1931,"3695-5",1449265576653,10,"subSuperTrial","distr22","mnMs","target",3,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"chips","distrClass2",2,2,NA,"snack","pretzels","distrClass2",4,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,2,2,0,"or truck___m&ms","","1449265572721___1449265575376","or truck","False","False","False",TRUE,"mnMs",NA,NA,"",NA,NA,NA,NA
"958",1940,"3695-5",1449265668219,19,"subSuperTrial","distr22","gummyBears","target",4,3,"candy","snack","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass2",2,4,NA,"snack","blackStimulus",NA,5,5,NA,NA,"chips","distrClass2",3,2,NA,"snack",1,1,0,"gummy bears","","1449265667061","gummy bears","False","False","False",TRUE,"gummyBears",NA,NA,"",NA,NA,NA,NA
"964",1948,"3695-5",1449265736434,27,"subSuperTrial","distr23","bedsideTable","target",2,2,"table","furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"iguana","distrClass3",4,4,NA,"animal","bookcase","distrClass2",3,3,NA,"furniture",1,1,0,"end table","","1449265735100","end table","False","False","False",TRUE,"bedsideTable",NA,NA,"",NA,NA,NA,NA
"965",1950,"3695-5",1449265752239,29,"subSuperTrial","distr23","eagle","target",4,4,"bird","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",2,2,NA,"animal","rosemary","distrClass3",3,3,NA,"plant",1,1,0,"eagle","","1449265750761","eagle","False","False","True",TRUE,"eagle",NA,NA,"",NA,NA,NA,NA
"969",1963,"3695-5",1449265854774,42,"subSuperTrial","distr33","skittles","target",3,2,"candy","snack","gloves","distrClass3",4,4,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass3",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"m&ms","","1449265853690","m&ms","False","False","False",TRUE,"skittles",NA,NA,"",NA,NA,NA,NA
"970",1964,"3695-5",1449265861123,43,"subSuperTrial","distr12","husky","target",2,4,"dog","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"greyhound","distrClass1",4,3,"dog","animal","horse","distrClass2",3,2,NA,"animal",1,1,0,"husky","","1449265859186","husky","False","False","True",TRUE,"husky",NA,NA,"",NA,NA,NA,NA
"972",1966,"3695-5",1449265879533,45,"subSuperTrial","distr12","goldFish","target",2,2,"fish","animal","blackStimulus",NA,5,5,NA,NA,"discusFish","distrClass1",4,4,"fish","animal","horse","distrClass2",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"goldfish","","1449265878434","goldfish","False","False","False",TRUE,"goldFish",NA,NA,"",NA,NA,NA,NA
"974",1969,"3695-5",1449265897244,48,"subSuperTrial","distr22","jellyBeans","target",3,3,"candy","snack","popcorn","distrClass2",4,2,NA,"snack","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",2,4,NA,"snack",1,1,0,"jelly beans","","1449265896170","jelly beans","False","False","False",TRUE,"jellyBeans",NA,NA,"",NA,NA,NA,NA
"975",1971,"3695-5",1449265918853,50,"subSuperTrial","distr12","parrot","target",4,3,"bird","animal","chick","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"sparrow","distrClass1",3,4,"bird","animal",1,1,0,"parrot","","1449265917608","parrot","False","False","True",TRUE,"parrot",NA,NA,"",NA,NA,NA,NA
"976",1973,"3695-5",1449265933564,52,"subSuperTrial","distr12","picnicTable","target",3,4,"table","furniture","blackStimulus",NA,5,5,NA,NA,"bed","distrClass2",2,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"sideTable","distrClass1",4,2,"table","furniture",1,1,0,"picnic table","","1449265932501","picnic table","False","False","False",TRUE,"picnicTable",NA,NA,"",NA,NA,NA,NA
"978",1980,"3695-5",1449265982444,59,"subSuperTrial","distr22","pigeon","target",4,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,"iguana","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lion","distrClass2",3,2,NA,"animal",1,1,0,"pigeon","","1449265978120","pigeon","False","False","True",TRUE,"pigeon",NA,NA,"",NA,NA,NA,NA
